product_id,bucket_1m,open,high,low,close,volume,trade_count,vwap
SOL-USD,2026-01-19 18:11:00-08:00,133.41000000,133.52000000,133.41000000,133.46000000,710.72963776,363,133.48917771
BTC-USD,2026-01-19 18:11:00-08:00,92437.94000000,92464.41000000,92437.94000000,92452.37000000,0.81489960,154,92460.60096928
ETH-USD,2026-01-19 18:11:00-08:00,3182.38000000,3185.03000000,3182.38000000,3184.44000000,37.85336517,159,3184.08476098
BTC-USD,2026-01-19 18:12:00-08:00,92452.36000000,92455.16000000,92381.98000000,92381.99000000,3.93915851,313,92413.20311765
SOL-USD,2026-01-19 18:12:00-08:00,133.47000000,133.49000000,133.35000000,133.35000000,262.72603136,154,133.44359382
ETH-USD,2026-01-19 18:12:00-08:00,3184.64000000,3184.67000000,3181.25000000,3181.55000000,59.27094589,217,3182.65924274
SOL-USD,2026-01-19 18:13:00-08:00,133.36000000,133.45000000,133.36000000,133.43000000,60.53466058,68,133.42163160
ETH-USD,2026-01-19 18:13:00-08:00,3181.45000000,3183.60000000,3181.43000000,3183.04000000,62.46811950,358,3182.69517731
BTC-USD,2026-01-19 18:13:00-08:00,92380.01000000,92427.85000000,92380.01000000,92420.48000000,4.93251754,255,92388.75336872
SOL-USD,2026-01-19 18:14:00-08:00,133.44000000,133.44000000,133.38000000,133.42000000,287.90864167,79,133.42051004
BTC-USD,2026-01-19 18:14:00-08:00,92420.48000000,92420.48000000,92376.58000000,92404.57000000,1.88841244,231,92394.64908118
ETH-USD,2026-01-19 18:14:00-08:00,3183.09000000,3183.42000000,3181.68000000,3183.06000000,57.81796119,319,3181.99827357
BTC-USD,2026-01-19 18:15:00-08:00,92404.56000000,92410.16000000,92378.00000000,92409.15000000,1.30945555,185,92391.26631618
ETH-USD,2026-01-19 18:15:00-08:00,3183.05000000,3183.58000000,3181.63000000,3183.58000000,46.88362648,220,3182.67804289
SOL-USD,2026-01-19 18:15:00-08:00,133.40000000,133.46000000,133.37000000,133.44000000,43.78956767,88,133.42292527
SOL-USD,2026-01-19 18:16:00-08:00,133.46000000,133.58000000,133.41000000,133.54000000,159.41705984,115,133.51312000
ETH-USD,2026-01-19 18:16:00-08:00,3183.31000000,3187.40000000,3182.41000000,3185.55000000,66.96618671,303,3184.89089518
BTC-USD,2026-01-19 18:16:00-08:00,92409.15000000,92464.39000000,92376.76000000,92445.93000000,3.37672915,267,92417.14081106
BTC-USD,2026-01-19 18:17:00-08:00,92444.87000000,92464.41000000,92420.01000000,92456.46000000,1.24668452,206,92456.64391320
ETH-USD,2026-01-19 18:17:00-08:00,3185.49000000,3185.50000000,3183.94000000,3184.57000000,40.43767315,232,3184.57226690
SOL-USD,2026-01-19 18:17:00-08:00,133.54000000,133.54000000,133.45000000,133.48000000,126.22000348,105,133.50375157
SOL-USD,2026-01-19 18:18:00-08:00,133.48000000,133.51000000,133.43000000,133.50000000,36.85891267,75,133.45529927
ETH-USD,2026-01-19 18:18:00-08:00,3184.57000000,3184.60000000,3182.52000000,3184.60000000,100.75018042,443,3183.07431889
BTC-USD,2026-01-19 18:18:00-08:00,92456.46000000,92464.41000000,92433.32000000,92463.95000000,4.56998605,417,92450.24183391
ETH-USD,2026-01-19 18:19:00-08:00,3184.54000000,3184.54000000,3183.70000000,3184.41000000,53.56760125,203,3184.20808012
SOL-USD,2026-01-19 18:19:00-08:00,133.49000000,133.50000000,133.45000000,133.47000000,22.00770538,55,133.47137668
BTC-USD,2026-01-19 18:19:00-08:00,92464.41000000,92464.41000000,92441.24000000,92452.00000000,0.50945154,160,92454.88952187
SOL-USD,2026-01-19 18:20:00-08:00,133.47000000,133.48000000,133.40000000,133.45000000,86.70337532,106,133.42939565
ETH-USD,2026-01-19 18:20:00-08:00,3184.38000000,3184.55000000,3182.38000000,3183.79000000,22.29428396,144,3183.51625084
BTC-USD,2026-01-19 18:20:00-08:00,92450.03000000,92457.99000000,92428.00000000,92457.98000000,0.87609831,197,92451.85726097
ETH-USD,2026-01-19 18:21:00-08:00,3183.78000000,3183.78000000,3181.21000000,3181.21000000,77.36409481,380,3182.36084531
SOL-USD,2026-01-19 18:21:00-08:00,133.47000000,133.47000000,133.39000000,133.41000000,187.90772432,71,133.40267796
BTC-USD,2026-01-19 18:21:00-08:00,92457.98000000,92457.98000000,92410.17000000,92410.17000000,1.36482648,199,92438.11236182
SOL-USD,2026-01-19 23:17:00-08:00,131.37000000,131.47000000,131.37000000,131.45000000,73.61721145,41,131.42405507
ETH-USD,2026-01-19 23:17:00-08:00,3116.11000000,3117.12000000,3115.77000000,3116.51000000,4.17389087,44,3116.19299035
BTC-USD,2026-01-19 23:17:00-08:00,90933.95000000,90942.46000000,90914.68000000,90924.73000000,1.50968933,138,90926.50258501
ETH-USD,2026-01-19 23:18:00-08:00,3116.44000000,3117.45000000,3115.84000000,3116.74000000,30.57710169,160,3116.70756769
BTC-USD,2026-01-19 23:18:00-08:00,90926.71000000,90940.16000000,90907.24000000,90914.14000000,1.42960073,237,90928.15701638
SOL-USD,2026-01-19 23:18:00-08:00,131.45000000,131.50000000,131.45000000,131.47000000,71.33302435,59,131.47329067
ETH-USD,2026-01-19 23:19:00-08:00,3116.78000000,3117.97000000,3115.08000000,3117.97000000,27.07880788,186,3115.48856600
BTC-USD,2026-01-19 23:19:00-08:00,90914.14000000,90914.14000000,90829.72000000,90905.61000000,4.24129451,341,90861.03768857
SOL-USD,2026-01-19 23:19:00-08:00,131.48000000,131.49000000,131.28000000,131.44000000,349.44344257,113,131.35350805
ETH-USD,2026-01-19 23:20:00-08:00,3117.96000000,3117.96000000,3114.67000000,3117.78000000,94.48178183,328,3116.28461761
BTC-USD,2026-01-19 23:20:00-08:00,90904.61000000,90905.35000000,90816.22000000,90900.16000000,10.04550839,527,90864.29449373
SOL-USD,2026-01-19 23:20:00-08:00,131.45000000,131.45000000,131.19000000,131.35000000,999.23689516,185,131.27592375
ETH-USD,2026-01-19 23:21:00-08:00,3117.61000000,3119.16000000,3117.29000000,3117.66000000,35.34513507,121,3118.25671685
SOL-USD,2026-01-19 23:21:00-08:00,131.34000000,131.45000000,131.34000000,131.39000000,177.76770942,68,131.39265668
BTC-USD,2026-01-19 23:21:00-08:00,90901.99000000,90942.46000000,90894.16000000,90908.00000000,2.65320629,217,90923.83464875
BTC-USD,2026-01-19 23:22:00-08:00,90908.00000000,90937.82000000,90888.01000000,90901.99000000,2.72892322,204,90914.08667555
ETH-USD,2026-01-19 23:22:00-08:00,3117.67000000,3118.82000000,3117.67000000,3118.82000000,20.84327701,110,3118.09275689
SOL-USD,2026-01-19 23:22:00-08:00,131.39000000,131.46000000,131.34000000,131.38000000,233.20438056,100,131.38476988
ETH-USD,2026-01-19 23:23:00-08:00,3118.82000000,3121.57000000,3118.57000000,3119.88000000,82.37469278,186,3120.43410321
SOL-USD,2026-01-19 23:23:00-08:00,131.40000000,131.47000000,131.37000000,131.39000000,308.12218319,95,131.42427737
BTC-USD,2026-01-19 23:23:00-08:00,90901.99000000,90949.43000000,90901.99000000,90907.91000000,5.00863675,249,90926.92838768
SOL-USD,2026-01-19 23:24:00-08:00,131.39000000,131.39000000,131.24000000,131.29000000,248.24245083,110,131.28545313
BTC-USD,2026-01-19 23:24:00-08:00,90909.93000000,90915.99000000,90874.21000000,90915.99000000,3.49801273,198,90900.40216621
ETH-USD,2026-01-19 23:24:00-08:00,3119.89000000,3119.89000000,3118.01000000,3118.92000000,29.28786083,120,3119.03486819
BTC-USD,2026-01-19 23:25:00-08:00,90915.98000000,90939.47000000,90905.42000000,90905.42000000,2.91490703,214,90925.14879498
ETH-USD,2026-01-19 23:25:00-08:00,3118.92000000,3120.32000000,3118.49000000,3119.32000000,33.12109249,141,3119.39502330
SOL-USD,2026-01-19 23:25:00-08:00,131.29000000,131.35000000,131.28000000,131.31000000,348.06269297,92,131.32474027
ETH-USD,2026-01-19 23:26:00-08:00,3119.16000000,3119.24000000,3117.94000000,3118.71000000,21.43249576,98,3118.73958447
BTC-USD,2026-01-19 23:26:00-08:00,90908.51000000,90945.98000000,90905.44000000,90940.54000000,3.59763743,193,90935.28984211
SOL-USD,2026-01-19 23:26:00-08:00,131.31000000,131.32000000,131.25000000,131.31000000,131.05826153,67,131.28630649
ETH-USD,2026-01-19 23:27:00-08:00,3118.53000000,3120.82000000,3118.53000000,3120.30000000,6.14370208,91,3120.08378646
SOL-USD,2026-01-19 23:27:00-08:00,131.30000000,131.38000000,131.30000000,131.37000000,291.55825429,66,131.35565329
BTC-USD,2026-01-19 23:27:00-08:00,90935.41000000,90974.00000000,90929.09000000,90960.99000000,1.73803947,195,90949.50796393
ETH-USD,2026-01-19 23:28:00-08:00,3120.31000000,3121.10000000,3120.31000000,3120.87000000,3.30669439,23,3121.01589652
SOL-USD,2026-01-19 23:28:00-08:00,131.37000000,131.38000000,131.36000000,131.37000000,18.96248861,18,131.36846611
BTC-USD,2026-01-19 23:28:00-08:00,90970.70000000,90985.34000000,90960.99000000,90973.26000000,0.62693822,72,90972.87879066
ETH-USD,2026-01-20 14:55:00-08:00,2944.17000000,2944.18000000,2942.70000000,2943.30000000,14.22578048,55,2943.57366241
BTC-USD,2026-01-20 14:55:00-08:00,88347.21000000,88363.39000000,88326.17000000,88363.39000000,1.12958754,150,88346.23029712
SOL-USD,2026-01-20 14:55:00-08:00,125.94000000,125.95000000,125.91000000,125.92000000,155.81431789,40,125.91639787
BTC-USD,2026-01-20 14:56:00-08:00,88350.00000000,88444.00000000,88348.63000000,88438.14000000,6.40650528,458,88418.45889408
SOL-USD,2026-01-20 14:56:00-08:00,125.92000000,126.11000000,125.92000000,126.09000000,1073.29878986,224,126.03797408
ETH-USD,2026-01-20 14:56:00-08:00,2943.28000000,2947.23000000,2943.00000000,2946.91000000,52.51242303,239,2944.92414144
ETH-USD,2026-01-20 14:57:00-08:00,2946.92000000,2948.20000000,2946.92000000,2947.84000000,26.91239346,132,2947.77141443
BTC-USD,2026-01-20 14:57:00-08:00,88438.13000000,88462.43000000,88407.68000000,88430.04000000,11.71622927,649,88439.17980973
SOL-USD,2026-01-20 14:57:00-08:00,126.10000000,126.19000000,126.10000000,126.17000000,129.52897329,121,126.16774496
ETH-USD,2026-01-20 14:58:00-08:00,2948.01000000,2948.08000000,2944.08000000,2944.08000000,45.41898268,166,2946.70308421
BTC-USD,2026-01-20 14:58:00-08:00,88423.96000000,88441.96000000,88300.18000000,88318.68000000,10.69143843,738,88377.14068771
SOL-USD,2026-01-20 14:58:00-08:00,126.17000000,126.20000000,125.94000000,125.96000000,540.42684841,211,126.11147465
SOL-USD,2026-01-20 14:59:00-08:00,125.92000000,125.97000000,125.84000000,125.94000000,676.10306655,185,125.90888117
BTC-USD,2026-01-20 14:59:00-08:00,88318.68000000,88383.81000000,88317.36000000,88372.20000000,4.64502237,495,88356.96495814
ETH-USD,2026-01-20 14:59:00-08:00,2944.24000000,2947.65000000,2944.09000000,2947.63000000,19.23494256,175,2945.74108531
SOL-USD,2026-01-20 15:00:00-08:00,125.93000000,126.01000000,125.89000000,126.01000000,761.58666773,202,125.92619418
ETH-USD,2026-01-20 15:00:00-08:00,2948.10000000,2949.00000000,2945.55000000,2948.57000000,75.18956130,256,2947.16429086
BTC-USD,2026-01-20 15:00:00-08:00,88374.74000000,88389.16000000,88208.46000000,88307.02000000,18.16497018,977,88300.15382007
SOL-USD,2026-01-20 15:01:00-08:00,125.99000000,126.00000000,125.64000000,125.73000000,456.73450888,151,125.82743108
ETH-USD,2026-01-20 15:01:00-08:00,2948.58000000,2948.66000000,2941.60000000,2942.34000000,76.00937425,310,2944.61636653
BTC-USD,2026-01-20 15:01:00-08:00,88304.50000000,88304.50000000,88100.00000000,88128.00000000,12.32382660,806,88163.96767953
BTC-USD,2026-01-20 15:02:00-08:00,88128.00000000,88240.00000000,88108.01000000,88179.53000000,14.42149088,746,88169.94787754
SOL-USD,2026-01-20 15:02:00-08:00,125.72000000,126.04000000,125.69000000,126.02000000,807.20687330,236,125.88325889
ETH-USD,2026-01-20 15:02:00-08:00,2942.16000000,2945.44000000,2941.90000000,2944.65000000,50.63096258,235,2944.56179215
SOL-USD,2026-01-20 15:03:00-08:00,126.02000000,126.02000000,125.64000000,125.70000000,1086.92278132,243,125.82228879
ETH-USD,2026-01-20 15:03:00-08:00,2944.65000000,2944.66000000,2935.36000000,2936.50000000,138.15330244,421,2939.89267537
BTC-USD,2026-01-20 15:03:00-08:00,88179.53000000,88179.53000000,87990.00000000,87990.43000000,14.16206738,940,88041.10446425
SOL-USD,2026-01-20 15:04:00-08:00,125.67000000,125.82000000,125.67000000,125.75000000,453.09089263,210,125.75310446
BTC-USD,2026-01-20 15:04:00-08:00,87996.29000000,88065.78000000,87977.84000000,88016.00000000,28.03623988,1488,88021.59777114
ETH-USD,2026-01-20 15:04:00-08:00,2936.42000000,2937.60000000,2934.60000000,2935.60000000,54.64135561,266,2936.04151415
ETH-USD,2026-01-20 15:05:00-08:00,2935.64000000,2938.50000000,2932.43000000,2936.11000000,269.23459540,474,2935.85473956
SOL-USD,2026-01-20 15:05:00-08:00,125.77000000,125.82000000,125.62000000,125.70000000,581.77388438,211,125.71258065
BTC-USD,2026-01-20 15:05:00-08:00,88016.00000000,88077.67000000,87967.60000000,88001.96000000,10.27707396,844,88018.58866613
SOL-USD,2026-01-20 15:06:00-08:00,125.67000000,126.02000000,125.67000000,125.92000000,1396.51444808,230,125.78436693
BTC-USD,2026-01-20 15:06:00-08:00,88001.96000000,88070.00000000,87979.13000000,88035.97000000,14.07427820,777,88029.90057494
ETH-USD,2026-01-20 15:06:00-08:00,2936.33000000,2940.68000000,2935.65000000,2936.99000000,118.55767623,382,2938.20418473
SOL-USD,2026-01-20 15:07:00-08:00,125.92000000,126.03000000,125.88000000,125.92000000,637.31782520,205,125.93169292
BTC-USD,2026-01-20 15:07:00-08:00,88035.97000000,88069.98000000,87975.61000000,88065.98000000,17.31660551,906,88010.63892524
ETH-USD,2026-01-20 15:07:00-08:00,2936.50000000,2938.80000000,2935.15000000,2937.62000000,66.96836100,273,2937.09463425
BTC-USD,2026-01-20 15:08:00-08:00,88062.05000000,88121.98000000,88046.00000000,88057.57000000,19.47132188,994,88075.48785649
ETH-USD,2026-01-20 15:08:00-08:00,2937.62000000,2939.82000000,2936.86000000,2938.05000000,92.54740168,250,2938.61211764
SOL-USD,2026-01-20 15:08:00-08:00,125.97000000,126.06000000,125.89000000,126.02000000,1851.10685097,191,125.98837723
SOL-USD,2026-01-20 15:09:00-08:00,126.01000000,126.06000000,125.87000000,125.96000000,217.12461663,182,125.95481726
ETH-USD,2026-01-20 15:09:00-08:00,2937.91000000,2938.97000000,2936.86000000,2938.64000000,33.26760400,214,2937.96792914
BTC-USD,2026-01-20 15:09:00-08:00,88070.81000000,88096.80000000,88002.00000000,88035.97000000,6.28695859,669,88055.22229740
ETH-USD,2026-01-20 15:10:00-08:00,2938.19000000,2942.30000000,2938.19000000,2941.88000000,44.25488556,243,2940.37651107
BTC-USD,2026-01-20 15:10:00-08:00,88035.97000000,88123.69000000,88035.97000000,88119.43000000,7.36557326,806,88084.29952268
SOL-USD,2026-01-20 15:10:00-08:00,125.98000000,126.02000000,125.91000000,126.00000000,168.64005518,163,125.96880965
ETH-USD,2026-01-20 15:11:00-08:00,2941.89000000,2942.39000000,2939.25000000,2940.84000000,99.78053461,333,2940.26278948
BTC-USD,2026-01-20 15:11:00-08:00,88119.43000000,88146.00000000,88038.59000000,88095.99000000,19.40061315,765,88097.25954121
SOL-USD,2026-01-20 15:11:00-08:00,126.00000000,126.07000000,125.93000000,126.06000000,452.18186833,220,125.98656299
SOL-USD,2026-01-20 15:12:00-08:00,126.06000000,126.12000000,125.99000000,126.07000000,296.13605743,132,126.02277669
ETH-USD,2026-01-20 15:12:00-08:00,2940.61000000,2941.19000000,2939.85000000,2941.00000000,73.96306828,220,2940.76848930
BTC-USD,2026-01-20 15:12:00-08:00,88095.99000000,88095.99000000,88040.13000000,88087.99000000,8.04754490,604,88066.63054683
SOL-USD,2026-01-20 15:13:00-08:00,126.07000000,126.16000000,126.03000000,126.07000000,503.77301622,181,126.06866810
ETH-USD,2026-01-20 15:13:00-08:00,2940.86000000,2940.86000000,2937.19000000,2939.28000000,120.90359489,290,2938.70285593
BTC-USD,2026-01-20 15:13:00-08:00,88087.99000000,88115.34000000,88080.22000000,88084.00000000,6.37604774,676,88103.57307378
ETH-USD,2026-01-20 15:14:00-08:00,2938.95000000,2940.10000000,2937.59000000,2939.59000000,66.34777602,254,2938.24661041
BTC-USD,2026-01-20 15:14:00-08:00,88084.00000000,88091.62000000,88043.24000000,88073.20000000,8.68434330,634,88066.40891895
SOL-USD,2026-01-20 15:14:00-08:00,126.05000000,126.06000000,125.91000000,126.04000000,214.47378564,121,125.96525861
ETH-USD,2026-01-20 15:15:00-08:00,2939.59000000,2941.34000000,2938.80000000,2940.16000000,34.76054323,150,2940.50725985
SOL-USD,2026-01-20 15:15:00-08:00,126.05000000,126.15000000,126.02000000,126.04000000,449.47324251,159,126.05470106
BTC-USD,2026-01-20 15:15:00-08:00,88073.86000000,88095.38000000,88050.00000000,88075.99000000,6.92776651,738,88076.42123786
SOL-USD,2026-01-20 15:16:00-08:00,126.04000000,126.10000000,125.99000000,126.00000000,669.87537110,154,126.02376151
BTC-USD,2026-01-20 15:16:00-08:00,88077.98000000,88095.38000000,88027.10000000,88031.86000000,13.12295440,1254,88072.62560078
ETH-USD,2026-01-20 15:16:00-08:00,2940.16000000,2941.52000000,2937.00000000,2937.20000000,97.81406799,287,2938.94164211
ETH-USD,2026-01-20 15:17:00-08:00,2937.01000000,2937.01000000,2928.61000000,2928.62000000,171.47669325,488,2931.76574338
BTC-USD,2026-01-20 15:17:00-08:00,88031.86000000,88031.86000000,87773.32000000,87773.32000000,29.04218064,1250,87891.60031116
SOL-USD,2026-01-20 15:17:00-08:00,125.99000000,125.99000000,125.79000000,125.80000000,2254.72315097,241,125.88006286
BTC-USD,2026-01-20 15:18:00-08:00,87776.01000000,87961.58000000,87767.53000000,87876.09000000,13.79685522,1267,87888.45747929
ETH-USD,2026-01-20 15:18:00-08:00,2927.93000000,2934.31000000,2926.40000000,2929.96000000,241.57727812,620,2930.60117256
SOL-USD,2026-01-20 15:18:00-08:00,125.80000000,125.99000000,125.78000000,125.88000000,632.69855123,215,125.90499745
ETH-USD,2026-01-20 15:19:00-08:00,2929.96000000,2932.56000000,2929.14000000,2930.85000000,75.10700078,340,2930.53511072
SOL-USD,2026-01-20 15:19:00-08:00,125.90000000,125.91000000,125.78000000,125.86000000,341.77837446,167,125.83516335
BTC-USD,2026-01-20 15:19:00-08:00,87879.99000000,87899.60000000,87804.02000000,87868.39000000,16.59761395,888,87845.82352564
BTC-USD,2026-01-20 15:20:00-08:00,87879.66000000,87972.73000000,87874.49000000,87887.98000000,15.37132410,749,87927.23121846
ETH-USD,2026-01-20 15:20:00-08:00,2931.00000000,2933.73000000,2929.01000000,2929.22000000,126.02594993,476,2931.74246917
SOL-USD,2026-01-20 15:20:00-08:00,125.87000000,125.93000000,125.76000000,125.79000000,990.30906601,224,125.83683347
SOL-USD,2026-01-20 15:21:00-08:00,125.81000000,126.06000000,125.80000000,126.05000000,1002.30493861,247,125.97873227
BTC-USD,2026-01-20 15:21:00-08:00,87887.98000000,88045.37000000,87887.69000000,88040.05000000,15.58661249,697,87985.80944358
ETH-USD,2026-01-20 15:21:00-08:00,2929.22000000,2935.96000000,2929.22000000,2934.99000000,57.15750232,357,2933.11443991
SOL-USD,2026-01-20 15:22:00-08:00,126.06000000,126.20000000,126.05000000,126.17000000,1661.72564159,265,126.17101045
BTC-USD,2026-01-20 15:22:00-08:00,88040.05000000,88095.38000000,88004.68000000,88091.82000000,9.68254895,550,88053.25150638
ETH-USD,2026-01-20 15:22:00-08:00,2935.20000000,2940.21000000,2935.20000000,2940.09000000,93.13733257,402,2937.86447677
SOL-USD,2026-01-20 15:23:00-08:00,126.12000000,126.24000000,126.11000000,126.12000000,963.20416173,264,126.15862683
ETH-USD,2026-01-20 15:23:00-08:00,2940.29000000,2942.52000000,2938.88000000,2939.86000000,141.05782525,384,2940.45652914
BTC-USD,2026-01-20 15:23:00-08:00,88090.09000000,88164.00000000,87862.04000000,88055.44000000,115.67584293,1187,88007.66895247
ETH-USD,2026-01-20 15:24:00-08:00,2939.70000000,2939.85000000,2936.25000000,2938.94000000,60.32913635,287,2937.50058918
SOL-USD,2026-01-20 15:24:00-08:00,126.10000000,126.11000000,125.94000000,126.01000000,636.30846458,205,126.00149339
BTC-USD,2026-01-20 15:24:00-08:00,88050.28000000,88060.00000000,87935.90000000,88032.30000000,13.50954492,846,87982.50080577
BTC-USD,2026-01-20 15:25:00-08:00,88032.30000000,88064.00000000,87924.81000000,87979.99000000,30.57406810,856,87981.64008121
ETH-USD,2026-01-20 15:25:00-08:00,2938.70000000,2938.71000000,2935.65000000,2935.80000000,54.18692178,272,2937.80224694
SOL-USD,2026-01-20 15:25:00-08:00,125.99000000,125.99000000,125.88000000,125.89000000,1037.94166972,459,125.94113467
SOL-USD,2026-01-20 15:26:00-08:00,125.88000000,125.92000000,124.88000000,125.74000000,23422.10844067,756,125.52321358
BTC-USD,2026-01-20 15:26:00-08:00,87979.99000000,87993.40000000,87874.00000000,87899.99000000,7.94705283,514,87945.42075281
ETH-USD,2026-01-20 15:26:00-08:00,2935.82000000,2936.10000000,2931.47000000,2933.20000000,71.84692369,336,2934.27094037
ETH-USD,2026-01-20 15:27:00-08:00,2933.25000000,2940.00000000,2933.25000000,2939.54000000,80.09786679,331,2936.54944687
BTC-USD,2026-01-20 15:27:00-08:00,87896.01000000,88056.00000000,87896.01000000,88043.49000000,15.26627982,595,87986.98966320
SOL-USD,2026-01-20 15:27:00-08:00,125.74000000,125.96000000,125.69000000,125.93000000,2133.97550838,276,125.78588256
SOL-USD,2026-01-20 15:28:00-08:00,125.91000000,126.00000000,125.89000000,125.94000000,679.62480687,304,125.94538866
BTC-USD,2026-01-20 15:28:00-08:00,88043.50000000,88073.07000000,88014.09000000,88015.69000000,9.96584308,458,88037.06771713
ETH-USD,2026-01-20 15:28:00-08:00,2939.46000000,2939.73000000,2937.30000000,2937.58000000,47.06847203,203,2938.61145723
ETH-USD,2026-01-20 15:29:00-08:00,2937.90000000,2938.90000000,2935.75000000,2936.88000000,45.97075930,247,2937.44296340
SOL-USD,2026-01-20 15:29:00-08:00,125.95000000,125.96000000,125.84000000,125.92000000,656.75690168,191,125.88277216
BTC-USD,2026-01-20 15:29:00-08:00,88017.46000000,88045.10000000,87985.00000000,87998.00000000,3.05794517,480,88017.67869361
BTC-USD,2026-01-20 15:30:00-08:00,88002.21000000,88128.00000000,88002.20000000,88119.63000000,14.28955376,542,88082.28684868
ETH-USD,2026-01-20 15:30:00-08:00,2936.81000000,2940.35000000,2936.81000000,2940.02000000,42.92702831,265,2939.04085632
SOL-USD,2026-01-20 15:30:00-08:00,125.92000000,126.17000000,125.92000000,126.16000000,929.36613099,181,126.04352398
